Spalte2	Spalte1
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • Embedded Systems Design • Bremerhaven University of Applied Sciences • Bremerhaven
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • Hydrogen Technology • Rosenheim Technical University of Applied Sciences • Burghausen
filler	University
Engineering	Subject
Engineering	Mechanical Engineering / Process Engineering
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • MEng Mechatronic and Cyber-Physical Systems • Deggendorf Institute of Technology • Cham
filler	University
Engineering	Subject
Engineering	Mechanical Engineering / Process Engineering
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • MEng Artificial Intelligence for Smart Sensors and Actuators • Deggendorf Institute of Technology • Cham
filler	University
Engineering	Subject
Engineering	Engineering in general
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • Applied AI for Digital Production Management, MEng • Deggendorf Institute of Technology • Cham
filler	University
Engineering	Subject
Engineering	Industrial Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • Micro and Nano Systems • Chemnitz University of Technology • Chemnitz
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Information and Communication Systems • Chemnitz University of Technology • Chemnitz
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Embedded Systems • Chemnitz University of Technology • Chemnitz
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Advanced Manufacturing • Chemnitz University of Technology • Chemnitz
filler	University
Engineering	Subject
Engineering	Engineering in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Mining Engineering (MSc) • Clausthal University of Technology • Clausthal-Zellerfeld
filler	University
Engineering	Subject
Engineering	Mining, Metallurgy
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Environmental and Resource Management (MSc) • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Agriculture, Forestry and Nutritional Sciences in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • World Heritage Studies (WHS On-Campus) • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Languages and Cultural Studies in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Power Engineering • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Engineering in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Bachelor's degree • Environmental and Resource Management (BSc) • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Agriculture, Forestry and Nutritional Sciences in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	6 semesters
Engineering	Master's degree • Heritage Conservation and Site Management • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Architecture
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Cyber Security • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Computer Science
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • World Heritage Studies Online (WHS Online) • Brandenburg University of Technology Cottbus-Senftenberg • Cottbus
filler	University
Engineering	Subject
Engineering	Languages and Cultural Studies in general
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Information and Communication Engineering • Technical University of Darmstadt • Darmstadt
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Electrical Engineering and Information Technology — International Master of Science • Darmstadt University of Applied Sciences • Darmstadt
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Master of Science in Aerospace Engineering • Technical University of Darmstadt • Darmstadt
filler	University
Engineering	Subject
Engineering	Transport Engineering, Nautical Science
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • MSc Electrical Engineering and Information Technology • Deggendorf Institute of Technology • Deggendorf
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	3 semesters
Engineering	Master's degree • Master in Integrated Design (MID) • OWL University of Applied Sciences and Arts • Detmold
filler	University
Engineering	Subject
Engineering	Architecture
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Bachelor's degree • Expanded Realities (BA) • Darmstadt University of Applied Sciences • Dieburg
filler	University
Engineering	Subject
Engineering	Design
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	7 semesters
Engineering	Bachelor's degree • Sustainable Industrial Operations and Business • Landshut University of Applied Sciences • Dingolfing
filler	University
Engineering	Subject
Engineering	Industrial Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	7 semesters
Engineering	Master's degree • Master of Science in Manufacturing Technology (MMT) • TU Dortmund University • Dortmund
filler	University
Engineering	Subject
Engineering	Mechanical Engineering / Process Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Master's in Embedded Systems Engineering (ESE) • Dortmund University of Applied Sciences and Arts • Dortmund
filler	University
Engineering	Subject
Engineering	Computer Science
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Urban Transformation • TU Dortmund University • Dortmund
filler	University
Engineering	Subject
Engineering	Town and Country Planning
Engineering	Beginning
Engineering	Winter semester, Summer semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	2 semesters
Engineering	Master's degree • Chemical Engineering – Specialisation: Process Systems Engineering • TU Dortmund University • Dortmund
filler	University
Engineering	Subject
Engineering	Mechanical Engineering / Process Engineering
Engineering	Beginning
Engineering	Winter semester
Engineering	Tuition fees per semester
Engineering	none
Engineering	Language
Engineering	English
Engineering	Duration
Engineering	4 semesters
Engineering	Master's degree • Sustainable Energy Systems • TU Dortmund University • Dortmund
filler	University
Engineering	Subject
Engineering	Electrical Engineering
Engineering	Beginning
Engineering	Winter semester, Summer semester
